,Neighbourhood,year,description,count
1703,East Boston,2022.0,Address Identification,1
1704,East Boston,2022.0,Exhaust Openings,1
1705,East Boston,2022.0,Failed to comply w permit term,4
1706,East Boston,2022.0,Failure to Obtain Permit,36
1707,East Boston,2022.0,Fire Protection Systems,3
1708,East Boston,2022.0,Locks and Latches,1
1709,East Boston,2022.0,Maintenance,1
1710,East Boston,2022.0,Maintenance of Means of Egress,3
1711,East Boston,2022.0,Projections,1
1712,East Boston,2022.0,Protection of Adj. Property,3
1713,East Boston,2022.0,Right of Entry,1
1714,East Boston,2022.0,Termination,1
1715,East Boston,2022.0,Testing & Certification,55
1716,East Boston,2022.0,Underpinning,1
1717,East Boston,2022.0,Unsafe Structures,30
1718,East Boston,2023.0,Certificate of Occupancy,3
1719,East Boston,2023.0,Emergency escape and rescue,2
1720,East Boston,2023.0,Failed to comply w permit term,3
1721,East Boston,2023.0,Failure to Obtain Permit,39
1722,East Boston,2023.0,Maintenance,5
1723,East Boston,2023.0,Maintenance of Means of Egress,1
1724,East Boston,2023.0,No use of premises permit:,1
1725,East Boston,2023.0,Number of Exits or Exit Access,1
1726,East Boston,2023.0,Permits,1
1727,East Boston,2023.0,Protection of Adj. Property,7
1728,East Boston,2023.0,Reg. of Construction Hour,1
1729,East Boston,2023.0,Right of Entry,1
1730,East Boston,2023.0,Suspension or Revocation,2
1731,East Boston,2023.0,Testing & Certification,4
1732,East Boston,2023.0,Unlawful Continuance,1
1733,East Boston,2023.0,Unsafe Structures,12
1734,East Boston,2023.0,Unsafe and Dangerous,2
1735,East Boston,2024.0,Failed to comply w permit term,2
1736,East Boston,2024.0,Failure to Obtain Permit,21
1737,East Boston,2024.0,Hangers & Supports,1
1738,East Boston,2024.0,Inspections,1
1739,East Boston,2024.0,Location of Exhaust Outlets,1
1740,East Boston,2024.0,Maintenance,17
1741,East Boston,2024.0,Maintenance of Means of Egress,1
1742,East Boston,2024.0,Projections,1
1743,East Boston,2024.0,Protection of Adj. Property,1
1744,East Boston,2024.0,Right of Entry,2
1745,East Boston,2024.0,Termination,1
1746,East Boston,2024.0,Testing & Certification,1
1747,East Boston,2024.0,Unsafe Structures,2
1748,East Boston,2024.0,Unsafe and Dangerous,2
1749,East Boston,2024.0,Water Supply & the Water Distribution System,1
1751,Fenway,2010.0,Deteriorating Agents,3
1752,Fenway,2010.0,Elevated Electrical Room,1
1753,Fenway,2010.0,Emergency Escape,1
1754,Fenway,2010.0,Failure to secure permit,2
1755,Fenway,2010.0,Fire Escape Affidavit,1
1756,Fenway,2010.0,Inspections,14
1757,Fenway,2010.0,Penetrations & Joints,1
1758,Fenway,2010.0,Testing & Certification,2
1759,Fenway,2010.0,Unsafe & Dangerous,1
1760,Fenway,2010.0,Unsafe Maintenance,5
1761,Fenway,2010.0,Unsafe and Dangerous,3
1762,Fenway,2011.0,Certificate of Inspection,1
1763,Fenway,2011.0,Electrical Work w/out a Permit,1
1764,Fenway,2011.0,Emergency Escape,1
1765,Fenway,2011.0,Emergency Escape & Rescue,1
1766,Fenway,2011.0,Failed to comply w permit term,1
1767,Fenway,2011.0,Failure to Obtain Permit,6
1768,Fenway,2011.0,Fire Protection Systems,1
1769,Fenway,2011.0,Foyer & Lobbies,2
1770,Fenway,2011.0,Inspections,3
1771,Fenway,2011.0,Maintenance,3
1772,Fenway,2011.0,Maximum Height from Floor,1
1773,Fenway,2011.0,Periodic Inspections,1
1774,Fenway,2011.0,Permits,1
1775,Fenway,2011.0,Referenced Codes,1
1776,Fenway,2011.0,Testing & Certification,1
1777,Fenway,2011.0,Unsafe Maintenance,1
1778,Fenway,2011.0,Unsafe and Dangerous,5
1779,Fenway,2012.0,2011 Mass Elec. Code Rule 1,1
1780,Fenway,2012.0,Building or Use of Premise req,4
1781,Fenway,2012.0,Certificate of Inspection,1
1782,Fenway,2012.0,Clearance,3
1783,Fenway,2012.0,Egress thru Intervening Spaces,1
1784,Fenway,2012.0,Elevator Lobbies,1
1785,Fenway,2012.0,Failure to Obtain Permit,8
1786,Fenway,2012.0,Guarding of Live parts,1
1787,Fenway,2012.0,Inspections,2
1788,Fenway,2012.0,Maintenance,2
1789,Fenway,2012.0,Mass. State Electrical Code,3
1790,Fenway,2012.0,Mechanical Execution of Work,1
1791,Fenway,2012.0,Openings to be closed.,1
1792,Fenway,2012.0,Securing and Supporting,1
1793,Fenway,2012.0,Unsafe Structures,2
1794,Fenway,2012.0,Unsafe and Dangerous,2
1795,Fenway,2012.0,Uses not permitted,1
1796,Fenway,2013.0,Certificate of Inspection,1
1797,Fenway,2013.0,Certificate of Occupancy,1
1798,Fenway,2013.0,Deteriorating Agents,1
1799,Fenway,2013.0,Failed to comply w permit term,1
1800,Fenway,2013.0,Failure to Obtain Permit,7
1801,Fenway,2013.0,General Repairs,1
1802,Fenway,2013.0,Illegally occupied prior to CO,1
1803,Fenway,2013.0,Inspections,1
1804,Fenway,2013.0,Modification fire protection,1
1805,Fenway,2013.0,Permits,1
1806,Fenway,2013.0,Unsafe and Dangerous,11
1807,Fenway,2013.0,Working Without a Permit,1
1808,Fenway,2014.0,Applications & Permits,1
1809,Fenway,2014.0,Certificate of Occupancy,6
1810,Fenway,2014.0,Failed to comply w permit term,2
1811,Fenway,2014.0,Failure to Obtain Permit,6
1812,Fenway,2014.0,"Hours operation, nonconforming",1
1813,Fenway,2014.0,Maintenance,1
1814,Fenway,2014.0,Periodic Inspections,4
1815,Fenway,2014.0,Unsafe and Dangerous,10
1816,Fenway,2015.0,Certificate of Occupancy,2
1817,Fenway,2015.0,Deteriorating Agents,1
1818,Fenway,2015.0,Electrical Work w/out a Permit,1
1819,Fenway,2015.0,Failed to comply w permit term,1
1820,Fenway,2015.0,Failure to Obtain Permit,3
1821,Fenway,2015.0,Guarding of Live parts,1
1822,Fenway,2015.0,Inspections,1
1823,Fenway,2015.0,Maintenance,2
1824,Fenway,2015.0,Periodic Inspections,1
1825,Fenway,2015.0,Permits,1
1826,Fenway,2015.0,Permits to perform gas fitting,1
1827,Fenway,2015.0,Testing & Certification,1
1828,Fenway,2015.0,Unsafe and Dangerous,5
1829,Fenway,2015.0,Uses not permitted,1
1830,Fenway,2016.0,Certificate of Occupancy,1
1831,Fenway,2016.0,Failed to comply w permit term,2
1832,Fenway,2016.0,Failure to Obtain Permit,5
1833,Fenway,2016.0,Mass State Plumbing Code,1
1834,Fenway,2016.0,Means of Egress,1
1835,Fenway,2016.0,Permits,1
1836,Fenway,2016.0,Proper Maintenance,1
1837,Fenway,2016.0,Testing & Certification,2
1838,Fenway,2016.0,Unsafe and Dangerous,1
1839,Fenway,2017.0,Failed to comply w permit term,1
1840,Fenway,2017.0,Failure to Obtain Permit,3
1841,Fenway,2017.0,Maintenance,3
1842,Fenway,2017.0,Means of Egress,1
1843,Fenway,2017.0,Other Laws,1
1844,Fenway,2017.0,Showers,1
1845,Fenway,2017.0,Testing & Certification,1
1846,Fenway,2017.0,Unsafe and Dangerous,5
1847,Fenway,2018.0,Failure to Obtain Permit,5
1848,Fenway,2018.0,Maintenance,3
1849,Fenway,2018.0,Permits,1
1850,Fenway,2018.0,Right of Entry,1
1851,Fenway,2018.0,Unsafe and Dangerous,4
1852,Fenway,2019.0,Basic Principles,1
1853,Fenway,2019.0,Failure to Obtain Permit,1
1854,Fenway,2019.0,Maintenance,1
1855,Fenway,2019.0,Means of Egress,1
1856,Fenway,2019.0,Periodic Inspections,1
1857,Fenway,2019.0,Testing & Certification,13
1858,Fenway,2019.0,Unsafe Maintanence,1
1859,Fenway,2019.0,Unsafe and Dangerous,8
1860,Fenway,2020.0,Failure to Obtain Permit,2
1861,Fenway,2020.0,Fire Protection Systems,1
1862,Fenway,2020.0,Maintenance,2
1863,Fenway,2020.0,Maintenance of Means of Egress,2
1864,Fenway,2020.0,Periodic Inspections,1
1865,Fenway,2021.0,Failure to Obtain Permit,6
1866,Fenway,2021.0,Maintenance,6
1867,Fenway,2021.0,Number of Exits or Exit Access,1
1868,Fenway,2021.0,Periodic Inspections,2
1869,Fenway,2021.0,Testing & Certification,3
1870,Fenway,2021.0,Unsafe Structures,1
1871,Fenway,2021.0,Unsafe and Dangerous,2
1872,Fenway,2021.0,Working Space,1
1873,Fenway,2022.0,Egress through intervening spaces,1
1874,Fenway,2022.0,Emergency Escape & Rescue,1
1875,Fenway,2022.0,Failure to Obtain Permit,5
1876,Fenway,2022.0,Inspections,1
1877,Fenway,2022.0,Maintenance,6
1878,Fenway,2022.0,Suspension or Revocation,3
1879,Fenway,2022.0,Testing & Certification,34
1880,Fenway,2022.0,Unsafe Structures,1
1881,Fenway,2023.0,Emergency Escape & Rescue,1
1882,Fenway,2023.0,Failed to comply w permit term,1
1883,Fenway,2023.0,Failure to Obtain Permit,4
1884,Fenway,2023.0,Inspections,1
1885,Fenway,2023.0,Maintenance,6
1886,Fenway,2023.0,Periodic Inspections,1
1887,Fenway,2023.0,Right of Entry,2
1888,Fenway,2023.0,Testing & Certification,6
1889,Fenway,2023.0,Unsafe Structures,2
1890,Fenway,2024.0,Failed to comply w permit term,1
1891,Fenway,2024.0,Failure to Obtain Permit,9
1892,Fenway,2024.0,Maintenance,5
1893,Fenway,2024.0,Notice of Violation,1
1894,Fenway,2024.0,Periodic Inspections,1
1895,Fenway,2024.0,Slope,2
1896,Fenway,2024.0,Testing & Certification,16
1897,Fenway,2024.0,Unsafe and Dangerous,1
1899,Hyde Park,2010.0,Application for Permit,1
1900,Hyde Park,2010.0,Building or Use of Premise req,7
1901,Hyde Park,2010.0,Certificate of Inspection,3
1902,Hyde Park,2010.0,Compliance with Permit,2
1903,Hyde Park,2010.0,Emergency Escape,2
1904,Hyde Park,2010.0,Exit Passageways,1
1905,Hyde Park,2010.0,Failed to comply w PRMT terms,1
1906,Hyde Park,2010.0,Failure to Comply w. Code,1
1907,Hyde Park,2010.0,Failure to secure permit,18
1908,Hyde Park,2010.0,Fire Alarm & Detection Systems,1
1909,Hyde Park,2010.0,Fire Protection Systems,1
1910,Hyde Park,2010.0,Illegally occupied prior to CO,4
1911,Hyde Park,2010.0,Inspections,12
1912,Hyde Park,2010.0,Maintenance,8
1913,Hyde Park,2010.0,Maintenance of Exterior,2
1914,Hyde Park,2010.0,Means of Egress,1
1915,Hyde Park,2010.0,Outdoor Sale & Display,1
1916,Hyde Park,2010.0,Point of Attachment,1
1917,Hyde Park,2010.0,Remove/Making Safe Structure,1
1918,Hyde Park,2010.0,Right of Entry,4
1919,Hyde Park,2010.0,Smoke Detectors,1
1920,Hyde Park,2010.0,Swimming Pools,1
1921,Hyde Park,2010.0,Testing & Certification,1
1922,Hyde Park,2010.0,Unsafe & Dangerous,2
1923,Hyde Park,2010.0,Unsafe Maintenance,6
1924,Hyde Park,2010.0,Unsafe Structure,1
1925,Hyde Park,2010.0,Unsafe Structures,10
1926,Hyde Park,2010.0,Unsafe and Dangerous,8
1927,Hyde Park,2010.0,Working Without a Permit,1
1928,Hyde Park,2011.0,Building or Use of Premise req,5
1929,Hyde Park,2011.0,Certificate of Inspection,1
1930,Hyde Park,2011.0,Certificate of Occupancy,2
1931,Hyde Park,2011.0,Compliance with Permit,2
1932,Hyde Park,2011.0,Electrical Work w/out a Permit,2
1933,Hyde Park,2011.0,Emergency Escape,1
1934,Hyde Park,2011.0,Failure to Obtain Permit,8
1935,Hyde Park,2011.0,Failure to Secure Permit,4
1936,Hyde Park,2011.0,Failure to secure permit,14
1937,Hyde Park,2011.0,Fire Alarm Systems,1
1938,Hyde Park,2011.0,Fire Protection Systems,2
1939,Hyde Park,2011.0,Illegally occupied prior to CO,2
1940,Hyde Park,2011.0,Inspections,5
1941,Hyde Park,2011.0,Maintenance,16
1942,Hyde Park,2011.0,Maintenance of Exterior,1
1943,Hyde Park,2011.0,Means of Egress,1
1944,Hyde Park,2011.0,Means of Egress Illumination,1
1945,Hyde Park,2011.0,Right of Entry,5
1946,Hyde Park,2011.0,Unsafe & Dangerous,4
1947,Hyde Park,2011.0,Unsafe Maintenance,5
1948,Hyde Park,2011.0,Unsafe Structure,2
1949,Hyde Park,2011.0,Unsafe Structures,3
1950,Hyde Park,2011.0,Unsafe and Dangerous,16
1951,Hyde Park,2012.0,Building or Use of Premise req,5
1952,Hyde Park,2012.0,Emergency Escape,1
1953,Hyde Park,2012.0,Failure to Obtain Permit,22
1954,Hyde Park,2012.0,Failure to Secure Permit,6
1955,Hyde Park,2012.0,Failure to secure permit,3
1956,Hyde Park,2012.0,Gates,1
1957,Hyde Park,2012.0,Locks and Latches,1
1958,Hyde Park,2012.0,Maintenance,5
1959,Hyde Park,2012.0,Permits,4
1960,Hyde Park,2012.0,Retaining Wall,1
1961,Hyde Park,2012.0,Right of Entry,2
1962,Hyde Park,2012.0,Smoke Alarms,1
1963,Hyde Park,2012.0,Stop Work Order,2
1964,Hyde Park,2012.0,Unsafe & Dangerous,1
1965,Hyde Park,2012.0,Unsafe Maintenance,2
1966,Hyde Park,2012.0,Unsafe Structures,1
1967,Hyde Park,2012.0,Unsafe and Dangerous,16
1968,Hyde Park,2013.0,Failure to Obtain Permit,17
1969,Hyde Park,2013.0,Failure to Secure Permit,2
1970,Hyde Park,2013.0,Imbedded posts&poles,1
1971,Hyde Park,2013.0,Permits,1
1972,Hyde Park,2013.0,Right of Entry,6
1973,Hyde Park,2013.0,Unlawful Continuance,1
1974,Hyde Park,2013.0,Unsafe & Dangerous,1
1975,Hyde Park,2013.0,Unsafe and Dangerous,26
1976,Hyde Park,2013.0,Working Space,1
1977,Hyde Park,2014.0,Certificate of Occupancy,2
1978,Hyde Park,2014.0,Circuit Intensity,1
1979,Hyde Park,2014.0,Deteriorating Agents,1
1980,Hyde Park,2014.0,Failure to Obtain Permit,20
1981,Hyde Park,2014.0,Failure to Secure Permit,2
1982,Hyde Park,2014.0,Integrity of elec. equipment,1
1983,Hyde Park,2014.0,Maintenance,1
1984,Hyde Park,2014.0,Mechanical Execution of Work,1
1985,Hyde Park,2014.0,Periodic Inspections,1
1986,Hyde Park,2014.0,Permits to perform gas fitting,1
1987,Hyde Park,2014.0,Right of Entry,1
1988,Hyde Park,2014.0,Suspension or Revocation,1
1989,Hyde Park,2014.0,Testing & Certification,1
1990,Hyde Park,2014.0,Unlawful Continuance,1
1991,Hyde Park,2014.0,Unsafe and Dangerous,21
1992,Hyde Park,2015.0,Building or Use of Premise req,1
1993,Hyde Park,2015.0,Certificate of Occupancy,2
1994,Hyde Park,2015.0,Deteriorating Agents,2
1995,Hyde Park,2015.0,Failure to Obtain Permit,29
1996,Hyde Park,2015.0,Fire Protection Systems,1
1997,Hyde Park,2015.0,Locks and Latches,1
1998,Hyde Park,2015.0,Maintenance,1
1999,Hyde Park,2015.0,Not Located in Bathrooms,1
2000,Hyde Park,2015.0,Right of Entry,6
2001,Hyde Park,2015.0,Testing & Certification,1
2002,Hyde Park,2015.0,Unsafe and Dangerous,27
2003,Hyde Park,2016.0,Acts 1956 as Amended,1
2004,Hyde Park,2016.0,Failure to Obtain Permit,26
2005,Hyde Park,2016.0,Maintenance,3
2006,Hyde Park,2016.0,Means of Egress,2
2007,Hyde Park,2016.0,Protection of Adj. Property,2
2008,Hyde Park,2016.0,Right of Entry,3
2009,Hyde Park,2016.0,Unlawful Acts,1
2010,Hyde Park,2016.0,Unsafe and Dangerous,9
2011,Hyde Park,2017.0,Acts 1956 as Amended,2
2012,Hyde Park,2017.0,Certificate of Inspection,1
2013,Hyde Park,2017.0,Certificate of Occupancy,4
2014,Hyde Park,2017.0,Failure to Obtain Permit,38
2015,Hyde Park,2017.0,Guards,1
2016,Hyde Park,2017.0,Inspections,1
2017,Hyde Park,2017.0,Maintenance,3
2018,Hyde Park,2017.0,Permits,1
2019,Hyde Park,2017.0,Protection of Adj. Property,1
2020,Hyde Park,2017.0,Revocation of Cert. of Occ.,1
2021,Hyde Park,2017.0,Right of Entry,2
2022,Hyde Park,2017.0,Unsafe Structure,1
2023,Hyde Park,2017.0,Unsafe and Dangerous,13
2024,Hyde Park,2018.0,Acts 1956 as Amended,1
2025,Hyde Park,2018.0,Building or Use of Premise req,1
2026,Hyde Park,2018.0,Certificate of Occupancy,1
2027,Hyde Park,2018.0,Failed to comply w permit term,2
2028,Hyde Park,2018.0,Failure to Obtain Permit,19
2029,Hyde Park,2018.0,Fire Alarm and Detection,1
2030,Hyde Park,2018.0,Fire Protection Systems,2
2031,Hyde Park,2018.0,Maintenance,3
2032,Hyde Park,2018.0,Protection of Adj. Property,2
2033,Hyde Park,2018.0,Required Plumbing Fixtures,1
2034,Hyde Park,2018.0,Right of Entry,2
2035,Hyde Park,2018.0,Unsafe and Dangerous,10
2036,Hyde Park,2019.0,Failed to comply w permit term,2
2037,Hyde Park,2019.0,Failure to Obtain Permit,11
2038,Hyde Park,2019.0,Maintenance,1
2039,Hyde Park,2019.0,Maintenance of Means of Egress,1
2040,Hyde Park,2019.0,Modification fire protection,1
2041,Hyde Park,2019.0,Right of Entry,1
2042,Hyde Park,2019.0,Unsafe and Dangerous,10
2043,Hyde Park,2020.0,Building or Use of Premise req,1
2044,Hyde Park,2020.0,Failed to comply w permit term,2
2045,Hyde Park,2020.0,Failure to Obtain Permit,20
2046,Hyde Park,2020.0,Failure to call for req Insp.,1
2047,Hyde Park,2020.0,Inspections,2
2048,Hyde Park,2020.0,Maintenance,1
2049,Hyde Park,2020.0,Unsafe and Dangerous,20
2050,Hyde Park,2021.0,Building or Use of Premise req,1
2051,Hyde Park,2021.0,Covers & Canopies,1
2052,Hyde Park,2021.0,Failed to comply w permit term,1
2053,Hyde Park,2021.0,Failure to Obtain Permit,14
2054,Hyde Park,2021.0,Guarding of Live parts,1
2055,Hyde Park,2021.0,Inspections,1
2056,Hyde Park,2021.0,National Fuel Gas Code,1
2057,Hyde Park,2021.0,Right of Entry,1
2058,Hyde Park,2021.0,Unsafe Structures,7
2059,Hyde Park,2021.0,Unsafe and Dangerous,8
2060,Hyde Park,2022.0,Building or Use of Premise req,2
2061,Hyde Park,2022.0,Failed to comply w permit term,2
2062,Hyde Park,2022.0,Failure to Obtain Permit,13
2063,Hyde Park,2022.0,Fire Blocking Required,1
2064,Hyde Park,2022.0,Installation Instructions,1
2065,Hyde Park,2022.0,Maintenance,6
2066,Hyde Park,2022.0,Maintenance of Means of Egress,1
2067,Hyde Park,2022.0,Number of Exits or Exit Access,1
2068,Hyde Park,2022.0,Protection of Pedestrians,1
2069,Hyde Park,2022.0,Requirements,2
2070,Hyde Park,2022.0,Right of Entry,3
2071,Hyde Park,2022.0,Testing & Certification,11
2072,Hyde Park,2022.0,Unsafe Structures,10
2073,Hyde Park,2022.0,Unsafe and Dangerous,2
2074,Hyde Park,2022.0,Working Space,1
2075,Hyde Park,2023.0,Emergency Openings,1
2076,Hyde Park,2023.0,Failed to comply w permit term,1
2077,Hyde Park,2023.0,Failure to Obtain Permit,10
2078,Hyde Park,2023.0,Inspections,1
2079,Hyde Park,2023.0,Maintenance,5
2080,Hyde Park,2023.0,No use of premises permit:,1
2081,Hyde Park,2023.0,Number of Exits or Exit Access,1
2082,Hyde Park,2023.0,Protection of Pedestrians,1
2083,Hyde Park,2023.0,Testing & Certification,4
2084,Hyde Park,2023.0,Unsafe Structures,11
2085,Hyde Park,2024.0,Building or Use of Premise req,1
2086,Hyde Park,2024.0,Certificate of Occupancy,1
2087,Hyde Park,2024.0,Failed to comply w permit term,1
2088,Hyde Park,2024.0,Failure to Obtain Permit,30
2089,Hyde Park,2024.0,Maintenance,15
2090,Hyde Park,2024.0,Protection of Adj. Property,2
2091,Hyde Park,2024.0,Right of Entry,1
2092,Hyde Park,2024.0,Testing & Certification,1
2093,Hyde Park,2024.0,Unsafe Structures,7
2094,Hyde Park,2024.0,Unsafe and Dangerous,3
2095,Hyde Park,2024.0,Working Without Electrical Permit,1
2096,Jamaica Plain,2010.0,Basements,1
2097,Jamaica Plain,2010.0,Building Illegally Occupied,1
2098,Jamaica Plain,2010.0,Certificate of Inspection,1
2099,Jamaica Plain,2010.0,Compliance with Permit,1
2100,Jamaica Plain,2010.0,Door Locks,1
2101,Jamaica Plain,2010.0,Egress,1
2102,Jamaica Plain,2010.0,Failure to secure permit,3
2103,Jamaica Plain,2010.0,Final Inspection,1
2104,Jamaica Plain,2010.0,Illegally occupied prior to CO,1
2105,Jamaica Plain,2010.0,Inspections,17
2106,Jamaica Plain,2010.0,Maintenance,1
2107,Jamaica Plain,2010.0,Means of Egress,1
2108,Jamaica Plain,2010.0,Mechanical,1
2109,Jamaica Plain,2010.0,Permits to perform gas fitting,1
2110,Jamaica Plain,2010.0,Right of Entry,2
2111,Jamaica Plain,2010.0,Unsafe & Dangerous,1
2112,Jamaica Plain,2010.0,Unsafe Maintenance,7
2113,Jamaica Plain,2010.0,Unsafe and Dangerous,7
2114,Jamaica Plain,2011.0,Building or Use of Premise req,1
2115,Jamaica Plain,2011.0,Certificate of Occupancy,1
2116,Jamaica Plain,2011.0,Electrical Work w/out a Permit,2
2117,Jamaica Plain,2011.0,Failure to Obtain Permit,6
2118,Jamaica Plain,2011.0,Final Inspection,1
2119,Jamaica Plain,2011.0,Illegally occupied prior to CO,1
2120,Jamaica Plain,2011.0,Inspections,4
2121,Jamaica Plain,2011.0,Maintenance,1
2122,Jamaica Plain,2011.0,Overcurrent Protection,1
2123,Jamaica Plain,2011.0,Proper Maintenance,1
2124,Jamaica Plain,2011.0,Right of Entry,2
2125,Jamaica Plain,2011.0,Unsafe & Dangerous,1
2126,Jamaica Plain,2011.0,Unsafe Structure,1
2127,Jamaica Plain,2011.0,Unsafe and Dangerous,5
2128,Jamaica Plain,2012.0,Certificate of Occupancy,2
2129,Jamaica Plain,2012.0,Electrical Work w/out Permit,1
2130,Jamaica Plain,2012.0,Electrical Work w/out a Permit,2
2131,Jamaica Plain,2012.0,Failure to Obtain Permit,14
2132,Jamaica Plain,2012.0,Failure to Secure Permit,2
2133,Jamaica Plain,2012.0,Flex cords/cables not permited,1
2134,Jamaica Plain,2012.0,Inspections,1
2135,Jamaica Plain,2012.0,Maintenance,2
2136,Jamaica Plain,2012.0,Unsafe & Dangerous,1
2137,Jamaica Plain,2012.0,Unsafe and Dangerous,10
2138,Jamaica Plain,2013.0,Building or Use of Premise req,2
2139,Jamaica Plain,2013.0,Certificate of Occupancy,1
2140,Jamaica Plain,2013.0,"Examination,identify,install",1
2141,Jamaica Plain,2013.0,Failed to comply w permit term,2
2142,Jamaica Plain,2013.0,Failure to Obtain Permit,7
2143,Jamaica Plain,2013.0,Failure to Secure Permit,6
2144,Jamaica Plain,2013.0,Integrity of elec. equipment,1
2145,Jamaica Plain,2013.0,Mass State Plumbing Code,1
2146,Jamaica Plain,2013.0,Means of Attachment,1
2147,Jamaica Plain,2013.0,Mechanical Execution of Work,1
2148,Jamaica Plain,2013.0,Periodic Inspections,9
2149,Jamaica Plain,2013.0,Permits,1
2150,Jamaica Plain,2013.0,Right of Entry,1
2151,Jamaica Plain,2013.0,Unsafe and Dangerous,11
2152,Jamaica Plain,2013.0,Waste Water,1
2153,Jamaica Plain,2014.0,Building or Use of Premise req,2
2154,Jamaica Plain,2014.0,Certificate of Inspection,1
2155,Jamaica Plain,2014.0,Certificate of Occupancy,3
2156,Jamaica Plain,2014.0,Circuit Impedance,1
2157,Jamaica Plain,2014.0,Deteriorating Agents,1
2158,Jamaica Plain,2014.0,Electrical Connections,2
2159,Jamaica Plain,2014.0,Electrical Work w/out Permit,1
2160,Jamaica Plain,2014.0,Failed to comply w permit term,1
2161,Jamaica Plain,2014.0,Failure to Obtain Permit,25
2162,Jamaica Plain,2014.0,Inspections,1
2163,Jamaica Plain,2014.0,Maintenance,5
2164,Jamaica Plain,2014.0,Means of Egress,1
2165,Jamaica Plain,2014.0,Mechanical Execution of Work,3
2166,Jamaica Plain,2014.0,Right of Entry,2
2167,Jamaica Plain,2014.0,Testing & Certification,1
2168,Jamaica Plain,2014.0,Unsafe and Dangerous,13
2169,Jamaica Plain,2014.0,Unused openings,3
2170,Jamaica Plain,2014.0,Wiring Integrity,3
2171,Jamaica Plain,2014.0,Wiring Methods,1
2172,Jamaica Plain,2015.0,"Boxes, Where Required",1
2173,Jamaica Plain,2015.0,Building or Use of Premise req,2
2174,Jamaica Plain,2015.0,Certificate of Occupancy,2
2175,Jamaica Plain,2015.0,Deteriorating Agents,1
2176,Jamaica Plain,2015.0,Electrical Service Conduit,1
2177,Jamaica Plain,2015.0,Failed to comply w permit term,2
2178,Jamaica Plain,2015.0,Failure to Obtain Permit,6
2179,Jamaica Plain,2015.0,Maintenance,2
2180,Jamaica Plain,2015.0,No use of premises permit:,1
2181,Jamaica Plain,2015.0,Periodic Inspections,13
2182,Jamaica Plain,2015.0,Right of Entry,4
2183,Jamaica Plain,2015.0,Suspension or Revocation,2
2184,Jamaica Plain,2015.0,Unsafe and Dangerous,11
2185,Jamaica Plain,2015.0,Validity of Permit,1
2186,Jamaica Plain,2016.0,Failure to Obtain Permit,4
2187,Jamaica Plain,2016.0,Unsafe Maintenance,1
2188,Jamaica Plain,2016.0,Unsafe and Dangerous,4
2189,Jamaica Plain,2017.0,Acts 1956 as Amended,1
2190,Jamaica Plain,2017.0,Building or Use of Premise req,1
2191,Jamaica Plain,2017.0,Certificate of Occupancy,1
2192,Jamaica Plain,2017.0,Failure to Obtain Permit,7
2193,Jamaica Plain,2017.0,Maintenance,1
2194,Jamaica Plain,2017.0,No use of premises permit:,1
2195,Jamaica Plain,2017.0,Permits,1
2196,Jamaica Plain,2017.0,Right of Entry,1
2197,Jamaica Plain,2017.0,Unsafe and Dangerous,5
2198,Jamaica Plain,2018.0,Failed to comply w permit term,1
2199,Jamaica Plain,2018.0,Failure to Obtain Permit,7
2200,Jamaica Plain,2018.0,Protection of Adj. Property,1
2201,Jamaica Plain,2018.0,Reg. of Construction Hours,1
2202,Jamaica Plain,2018.0,Unsafe Structure,1
2203,Jamaica Plain,2018.0,Unsafe and Dangerous,2
2204,Jamaica Plain,2019.0,Certificate of Occupancy,1
2205,Jamaica Plain,2019.0,Failed to comply w permit term,1
2206,Jamaica Plain,2019.0,Failure to Obtain Permit,3
2207,Jamaica Plain,2019.0,Maintenance,8
2208,Jamaica Plain,2019.0,Right of Entry,2
2209,Jamaica Plain,2019.0,Testing & Certification,1
2210,Jamaica Plain,2019.0,Unsafe and Dangerous,7
2211,Jamaica Plain,2020.0,Certificate of Occupancy,1
2212,Jamaica Plain,2020.0,Failed to comply w permit term,1
2213,Jamaica Plain,2020.0,Failure to Obtain Permit,4
2214,Jamaica Plain,2020.0,Fire Protection Systems,1
2215,Jamaica Plain,2020.0,Inspections,1
2216,Jamaica Plain,2020.0,Maintenance,6
2217,Jamaica Plain,2020.0,National Fuel Gas Code,1
2218,Jamaica Plain,2020.0,Unsafe and Dangerous,2
2219,Jamaica Plain,2021.0,Certificate of Occupancy,1
2220,Jamaica Plain,2021.0,Failed to comply w permit term,1
2221,Jamaica Plain,2021.0,Failure to Obtain Permit,9
2222,Jamaica Plain,2021.0,Fire Blocking Required,3
2223,Jamaica Plain,2021.0,Maintenance,1
2224,Jamaica Plain,2021.0,Periodic Inspections,1
2225,Jamaica Plain,2021.0,Testing & Certification,2
2226,Jamaica Plain,2021.0,Unlawful Continuance,1
2227,Jamaica Plain,2021.0,Unsafe Structures,2
2228,Jamaica Plain,2021.0,Unsafe and Dangerous,6
2229,Jamaica Plain,2022.0,Accessible Means of Egress,1
2230,Jamaica Plain,2022.0,Failed to comply w permit term,1
2231,Jamaica Plain,2022.0,Failure to Obtain Permit,4
2232,Jamaica Plain,2022.0,Maintenance,4
2233,Jamaica Plain,2022.0,Suspension or Revocation,1
2234,Jamaica Plain,2022.0,Unsafe Structures,11
